カントリーリスク,1288,1288,-10000,名詞,一般,*,*,*,*,カントリーリスク,カイケイ,カイケイ
有価証券報告書,1288,1288,-10000,名詞,一般,*,*,*,*,有価証券報告書,カイケイ,カイケイ
有価証券届出書,1288,1288,-10000,名詞,一般,*,*,*,*,有価証券届出書,カイケイ,カイケイ
年次報告書,1288,1288,-10000,名詞,一般,*,*,*,*,年次報告書,カイケイ,カイケイ
半期報告書,1288,1288,-10000,名詞,一般,*,*,*,*,半期報告書,カイケイ,カイケイ
四半期報告書,1288,1288,-10000,名詞,一般,*,*,*,*,四半期報告書,カイケイ,カイケイ
営業報告書,1288,1288,-10000,名詞,一般,*,*,*,*,営業報告書,カイケイ,カイケイ
経営報告書,1288,1288,-10000,名詞,一般,*,*,*,*,経営報告書,カイケイ,カイケイ
財務報告書,1288,1288,-10000,名詞,一般,*,*,*,*,財務報告書,カイケイ,カイケイ
内部統制監査報告書,1288,1288,-10000,名詞,一般,*,*,*,*,内部統制監査報告書,カイケイ,カイケイ
内部統制報告書,1288,1288,-10000,名詞,一般,*,*,*,*,内部統制報告書,カイケイ,カイケイ
監査報告書,1288,1288,-10000,名詞,一般,*,*,*,*,監査報告書,カイケイ,カイケイ
臨時報告書,1288,1288,-10000,名詞,一般,*,*,*,*,臨時報告書,カイケイ,カイケイ
自己株券買付状況報告書,1288,1288,-10000,名詞,一般,*,*,*,*,自己株券買付状況報告書,カイケイ,カイケイ
取締役会報告書,1288,1288,-10000,名詞,一般,*,*,*,*,取締役会報告書,カイケイ,カイケイ
大量保有報告書,1288,1288,-10000,名詞,一般,*,*,*,*,大量保有報告書,カイケイ,カイケイ
虚偽表示,1288,1288,-10000,名詞,一般,*,*,*,*,虚偽表示,カイケイ,カイケイ
提出会社,1288,1288,-10000,名詞,一般,*,*,*,*,提出会社,カイケイ,カイケイ
提出企業,1288,1288,-10000,名詞,一般,*,*,*,*,提出企業,カイケイ,カイケイ
提出書類,1288,1288,-10000,名詞,一般,*,*,*,*,提出書類,カイケイ,カイケイ
訂正発行登録書,1288,1288,-10000,名詞,一般,*,*,*,*,訂正発行登録書,カイケイ,カイケイ
訂正届出書,1288,1288,-10000,名詞,一般,*,*,*,*,訂正届出書,カイケイ,カイケイ
訂正報告書,1288,1288,-10000,名詞,一般,*,*,*,*,訂正報告書,カイケイ,カイケイ
変更報告書,1288,1288,-10000,名詞,一般,*,*,*,*,変更報告書,カイケイ,カイケイ
作成責任,1288,1288,-10000,名詞,一般,*,*,*,*,作成責任,カイケイ,カイケイ
作成方法,1288,1288,-10000,名詞,一般,*,*,*,*,作成方法,カイケイ,カイケイ
情報開示,1288,1288,-10000,名詞,一般,*,*,*,*,情報開示,カイケイ,カイケイ
情報管理,1288,1288,-10000,名詞,一般,*,*,*,*,情報管理,カイケイ,カイケイ
情報資産,1288,1288,-10000,名詞,一般,*,*,*,*,情報資産,カイケイ,カイケイ
情報提供,1288,1288,-10000,名詞,一般,*,*,*,*,情報提供,カイケイ,カイケイ
中期経営計画,1288,1288,-10000,名詞,一般,*,*,*,*,中期経営計画,カイケイ,カイケイ
連結財務諸表等規則,1288,1288,-10000,名詞,一般,*,*,*,*,連結財務諸表等規則,カイケイ,カイケイ
連結財務諸表規則,1288,1288,-10000,名詞,一般,*,*,*,*,連結財務諸表規則,カイケイ,カイケイ
連結財務諸表,1288,1288,-10000,名詞,一般,*,*,*,*,連結財務諸表,カイケイ,カイケイ
連結財務書類,1288,1288,-10000,名詞,一般,*,*,*,*,連結財務書類,カイケイ,カイケイ
連結財務情報,1288,1288,-10000,名詞,一般,*,*,*,*,連結財務情報,カイケイ,カイケイ
連結株主資本等変動計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結株主資本等変動計算書,カイケイ,カイケイ
連結財政状態計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結財政状態計算書,カイケイ,カイケイ
連結貸借対照表,1288,1288,-10000,名詞,一般,*,*,*,*,連結貸借対照表,カイケイ,カイケイ
連結損益計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結損益計算書,カイケイ,カイケイ
連結包括損益計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結包括損益計算書,カイケイ,カイケイ
連結包括利益計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結包括利益計算書,カイケイ,カイケイ
連結キャッシュフロー計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結キャッシュフロー計算書,カイケイ,カイケイ
連結資本変動計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結資本変動計算書,カイケイ,カイケイ
連結持分変動計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結持分変動計算書,カイケイ,カイケイ
連結資本変動等計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結資本変動等計算書,カイケイ,カイケイ
連結持分変動等計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結持分変動等計算書,カイケイ,カイケイ
連結資本等変動表,1288,1288,-10000,名詞,一般,*,*,*,*,連結資本等変動表,カイケイ,カイケイ
連結剰余金計算書,1288,1288,-10000,名詞,一般,*,*,*,*,連結剰余金計算書,カイケイ,カイケイ
連結附属明細表,1288,1288,-10000,名詞,一般,*,*,*,*,連結附属明細表,カイケイ,カイケイ
連結財務書類注記,1288,1288,-10000,名詞,一般,*,*,*,*,連結財務書類注記,カイケイ,カイケイ
連結財務諸表注記,1288,1288,-10000,名詞,一般,*,*,*,*,連結財務諸表注記,カイケイ,カイケイ
年次財務書類,1288,1288,-10000,名詞,一般,*,*,*,*,年次財務書類,カイケイ,カイケイ
要約財務情報,1288,1288,-10000,名詞,一般,*,*,*,*,要約財務情報,カイケイ,カイケイ
個別財務書類,1288,1288,-10000,名詞,一般,*,*,*,*,個別財務書類,カイケイ,カイケイ
個別財務諸表,1288,1288,-10000,名詞,一般,*,*,*,*,個別財務諸表,カイケイ,カイケイ
財務諸表等規則,1288,1288,-10000,名詞,一般,*,*,*,*,財務諸表等規則,カイケイ,カイケイ
財務諸表規則,1288,1288,-10000,名詞,一般,*,*,*,*,財務諸表規則,カイケイ,カイケイ
財務諸表,1288,1288,-10000,名詞,一般,*,*,*,*,財務諸表,カイケイ,カイケイ
財務書類,1288,1288,-10000,名詞,一般,*,*,*,*,財務書類,カイケイ,カイケイ
財務情報,1288,1288,-10000,名詞,一般,*,*,*,*,財務情報,カイケイ,カイケイ
株主資本等変動計算書,1288,1288,-10000,名詞,一般,*,*,*,*,株主資本等変動計算書,カイケイ,カイケイ
資本変動表,1288,1288,-10000,名詞,一般,*,*,*,*,資本変動表,カイケイ,カイケイ
持分変動計算書,1288,1288,-10000,名詞,一般,*,*,*,*,持分変動計算書,カイケイ,カイケイ
財政状態計算書,1288,1288,-10000,名詞,一般,*,*,*,*,財政状態計算書,カイケイ,カイケイ
貸借対照表,1288,1288,-10000,名詞,一般,*,*,*,*,貸借対照表,カイケイ,カイケイ
損益計算書,1288,1288,-10000,名詞,一般,*,*,*,*,損益計算書,カイケイ,カイケイ
包括損益計算書,1288,1288,-10000,名詞,一般,*,*,*,*,包括損益計算書,カイケイ,カイケイ
包括利益計算書,1288,1288,-10000,名詞,一般,*,*,*,*,包括利益計算書,カイケイ,カイケイ
キャッシュフロー計算書,1288,1288,-10000,名詞,一般,*,*,*,*,キャッシュフロー計算書,カイケイ,カイケイ
資本変動計算書,1288,1288,-10000,名詞,一般,*,*,*,*,資本変動計算書,カイケイ,カイケイ
資本変動等計算書,1288,1288,-10000,名詞,一般,*,*,*,*,資本変動等計算書,カイケイ,カイケイ
持分変動等計算書,1288,1288,-10000,名詞,一般,*,*,*,*,持分変動等計算書,カイケイ,カイケイ
資本等変動表,1288,1288,-10000,名詞,一般,*,*,*,*,資本等変動表,カイケイ,カイケイ
剰余金計算書,1288,1288,-10000,名詞,一般,*,*,*,*,剰余金計算書,カイケイ,カイケイ
附属明細表,1288,1288,-10000,名詞,一般,*,*,*,*,附属明細表,カイケイ,カイケイ
財務書類注記,1288,1288,-10000,名詞,一般,*,*,*,*,財務書類注記,カイケイ,カイケイ
財務諸表注記,1288,1288,-10000,名詞,一般,*,*,*,*,財務諸表注記,カイケイ,カイケイ
注記事項,1288,1288,-10000,名詞,一般,*,*,*,*,注記事項,カイケイ,カイケイ
注記情報,1288,1288,-10000,名詞,一般,*,*,*,*,注記情報,カイケイ,カイケイ
特記事項,1288,1288,-10000,名詞,一般,*,*,*,*,特記事項,カイケイ,カイケイ
決算報告日,1288,1288,-10000,名詞,一般,*,*,*,*,決算報告日,カイケイ,カイケイ
決算短信,1288,1288,-10000,名詞,一般,*,*,*,*,決算短信,カイケイ,カイケイ
決算発表,1288,1288,-10000,名詞,一般,*,*,*,*,決算発表,カイケイ,カイケイ
本決算,1288,1288,-10000,名詞,一般,*,*,*,*,本決算,カイケイ,カイケイ
中間決算,1288,1288,-10000,名詞,一般,*,*,*,*,中間決算,カイケイ,カイケイ
四半期決算,1288,1288,-10000,名詞,一般,*,*,*,*,四半期決算,カイケイ,カイケイ
四半期情報,1288,1288,-10000,名詞,一般,*,*,*,*,四半期情報,カイケイ,カイケイ
会計期間,1288,1288,-10000,名詞,一般,*,*,*,*,会計期間,カイケイ,カイケイ
事業年度,1288,1288,-10000,名詞,一般,*,*,*,*,事業年度,カイケイ,カイケイ
半期,1288,1288,-10000,名詞,一般,*,*,*,*,半期,カイケイ,カイケイ
四半期,1288,1288,-10000,名詞,一般,*,*,*,*,四半期,カイケイ,カイケイ
期首,1288,1288,-10000,名詞,一般,*,*,*,*,期首,カイケイ,カイケイ
